"","Year","Month","Census.FIPS","FIPS.county","FIPS.state","ProjectTitle","Address","City","State","Zipcode","County","Type","Ownership","Strys","SqFt","Value1000","Dwellings","sizegroup"
"655","2008","10","16019",19,16,"Bear Exhibit at Tautphaus Park Zoo","240 Rogers","Idaho Falls","ID","83401","BONNEVILLE, ID","Animal_Fish_Plant_Facilities","county",0,0,258,0,"Small"
"656","2008","07","16019",19,16,"Idaho Falls 39 Osgood LDS Church (Remodel)","7940 North 35 West","Idaho Falls","ID","83402","BONNEVILLE, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,192,0,"Small"
"657","2008","11","16019",19,16,"Snow Removal Equipment Building","2140 North Skyline Drive","Idaho Falls","ID","83402","BONNEVILLE, ID","Warehouses_Non-Refrigerated","county",1,15300,1961,0,"Small"
"658","2008","04","16019",19,16,"Snake River Landing Offices (Bldgs D, E, H & I)","Snake River Landing","Idaho Falls","ID","83402","BONNEVILLE, ID","Offices_1-3_stories","private",1,22800,2200,0,"Small"
"659","2008","04","16019",19,16,"Vehicle Maintenance Building","Site to be announced","Chubbuck","ID","","BONNEVILLE, ID","Bus_and_Truck_Service","county",1,8000,600,0,"Small"
"660","2009","06","16019",19,16,"Mountain Valley Elementary School","Wanda St & Princess Drive","Ammon","ID","83406","BONNEVILLE, ID","Primary_Schools","county",2,59200,6841,0,"Medium"
"661","2009","02","16019",19,16,"Eastern Idaho Technical College, Bldg 2 (Renovation)","1600 S 25th E","Idaho Falls","ID","83404","BONNEVILLE, ID","Colleges_Universities_Except_Community","state",0,0,141,0,"Small"
"662","2008","08","16019",19,16,"Teton Spectrum Retail Shop Core & Shell","Street to be announc","Ammon","ID","83406","BONNEVILLE, ID","Stores","private",1,6000,420,0,"Small"
"663","2008","01","16019",19,16,"Hawthorne Elementary School (Phase 2 Remodel) (RE-BID)","1520 S Boulevard","Idaho Falls","ID","83402","BONNEVILLE, ID","Primary_Schools","county",0,0,1798,0,"Small"
"664","2009","07","16019",19,16,"Auto Mechanic and Auto Body Shop Building","3497 N Ammon Rd","Ammon","ID","83401","BONNEVILLE, ID","Bus_and_Truck_Service","county",1,11000,700,0,"Small"
"665","2009","07","16019",19,16,"Technology Center for Bonneville Joint School District #93","3497 N Ammon Rd","Idaho Falls","ID","83401","BONNEVILLE, ID","Communications_Buildings","county",1,10000,1400,0,"Small"
"666","2008","06","16019",19,16,"Ammon 1, 4 Wards LDS Church Stage Area Remodel","3000 Central Ave","Ammon","ID","83406","BONNEVILLE, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,130,0,"Small"
"667","2009","04","16019",19,16,"Bonneville County Fairgrounds Restroom Addition","2925 Rollandet St","Idaho Falls","ID","83402","BONNEVILLE, ID","Miscellaneous_Amusement_Recreational","county",0,0,79,0,"Small"
"668","2008","08","16019",19,16,"EITC Cafeteria/Business Office Renov in Christofferson Bldg","1600 S 25th E","Idaho Falls","ID","83404","BONNEVILLE, ID","Food_Beverage_Service","state",0,0,292,0,"Small"
"669","2009","02","16019",19,16,"Mountain View Hospital (NEGOTIATED)","2730 Channing Way","Idaho Falls","ID","83404","BONNEVILLE, ID","Hospitals","private",2,20000,7500,0,"Small"
"670","2008","06","16019",19,16,"Marriott Residence Inn Hotel Building","635 EW Broadway","Idaho Falls","ID","83402","BONNEVILLE, ID","Hotels_Motels_4+_Stories","private",5,98700,14000,0,"Large"
"671","2009","09","16019",19,16,"Summerhill Apartments (NEGOTIATED)","Hoops Ave & 12th St","Idaho Falls","ID","83401","BONNEVILLE, ID","Apartments_5+_Units_1-3_Stories","private",3,84600,6000,80,"Large"
"672","2008","10","16019",19,16,"Stinker Station- C Store Idaho Falls","496 1st St","Idaho Falls","ID","83401","BONNEVILLE, ID","Stores","private",1,4000,332,0,"Small"
"673","2008","08","16019",19,16,"Bonneville County Jail (Expansion)","900 Environmental Way","Idaho Falls","ID","83401","BONNEVILLE, ID","Detention_Facilities","county",1,43400,7600,0,"Medium"
"674","2008","09","16019",19,16,"Ammon 18 - LDS Church","off 17th St","Ammon","ID","83406","BONNEVILLE, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,25600,2500,0,"Medium"
"675","2009","07","16019",19,16,"Idaho Falls Readiness Center (Renovation)","Idaho Falls Readiness Center","Idaho Falls","ID","83401","BONNEVILLE, ID","Armories_Military_Buildings","state",0,0,1051,0,"Small"
"676","2008","02","16019",19,16,"Albertsons Store 174 (Remodel) (Ammon ID)","Hitt & 177th","Ammon","ID","83406","BONNEVILLE, ID","Stores","private",0,0,2200,0,"Small"
"677","2008","04","16019",19,16,"Taylor's Crossing Public Charter School (K-12)/Gym","1445 N Wood River Dr","Idaho Falls","ID","83402","BONNEVILLE, ID","Primary_Schools","county",1,36000,2967,0,"Medium"
"678","2009","07","16019",19,16,"Melaleucca Processing Plant/Office","3910 S Yellowstone Hwy","Idaho Falls","ID","83402","BONNEVILLE, ID","Warehouses_Non-Refrigerated","private",1,38000,2400,0,"Medium"
"679","2008","10","16019",19,16,"Idaho Falls Retail Complex","Not Available","Idaho Falls","ID","83402","BONNEVILLE, ID","Shopping_Centers","private",1,6800,800,0,"Small"
"680","2009","04","16019",19,16,"Salt Storage Shed Replacement","within county","Not Available","ID","","BONNEVILLE, ID","Warehouses_Non-Refrigerated","county",0,0,100,0,"Small"
"681","2008","01","16019",19,16,"Iggy's Sports Bar & Grill","Corner of Pancheri Drive &","Idaho Falls","ID","83402","BONNEVILLE, ID","Food_Beverage_Service","private",1,7300,1122,0,"Small"
"682","2009","05","16019",19,16,"Ammon (ID) Wal-Mart Supercenter #1902-109 (Remodel)","1201 S 25th E","Ammon","ID","83406","BONNEVILLE, ID","Stores","private",0,0,2000,0,"Small"
"683","2008","04","16019",19,16,"Teton Toyota Dealership (NEGOTIATED)","Pioneer & 21st","Idaho Falls","ID","83402","BONNEVILLE, ID","Auto_Service","private",2,40700,4700,0,"Medium"
"684","2008","03","16019",19,16,"Idaho Falls 10-18 Memorial (Remodel)","1200 Dunbar Dr","Idaho Falls","ID","83402","BONNEVILLE, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,350,0,"Small"
"685","2008","06","16019",19,16,"Iona 10th Ward - LDS Church","Site not available","Iona","ID","83427","BONNEVILLE, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,16500,1106,0,"Small"
"686","2008","06","16019",19,16,"Wells Fargo Teton Mall Bank (Remodel)","1798 Hitt Road","Idaho Falls","ID","83401","BONNEVILLE, ID","Banks_Financial_1-3_stories","private",0,0,300,0,"Small"
"687","2009","05","16021",21,16,"Boundary Community Hospital Physical Therapy (Addition)","6640 Kaniksu St","Bonners Ferry","ID","83805","BOUNDARY, ID","Hospitals","county",1,1200,256,0,"Small"
"688","2009","03","16021",21,16,"Remodel Fire Engine Bay to Office Space","Not Available","Bonners Ferry","ID","83805","BOUNDARY, ID","Police_Fire_Stations","state",1,1600,240,0,"Small"
"689","2008","10","16027",27,16,"Bright Beginnings Child Care","Idaho Center Blvd","Nampa","ID","83651","CANYON, ID","Special_Schools","private",0,0,250,0,"Small"
"690","2008","06","16027",27,16,"ID/DOT Caldwell Modular Office Building","I-84 - Exit 25","Caldwell","ID","83605","CANYON, ID","Offices_1-3_stories","state",0,0,107,0,"Small"
"691","2008","07","16027",27,16,"Office Building (Alteration)","3818 E Newby St","Nampa","ID","83686","CANYON, ID","Offices_1-3_stories","private",0,0,82,0,"Small"
"692","2008","07","16027",27,16,"School (Alteration)","203 Lake Lowell Ave","Nampa","ID","83686","CANYON, ID","Primary_Schools","private",0,0,174,0,"Small"
"693","2009","12","16027",27,16,"Southwest District Canyon County Health Facility","920 Main St","Caldwell","ID","83605","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","county",1,51900,5000,0,"Medium"
"694","2009","04","16027",27,16,"Warehouse Freezer/Cooler","619 S Canyon St","Nampa","ID","83686","CANYON, ID","Refrigerated_Warehouses","county",1,7300,300,0,"Small"
"695","2009","02","16027",27,16,"Willow Falls Retail Building 7","2805 Blaine St","Caldwell","ID","83605","CANYON, ID","Shopping_Centers","private",1,7500,500,0,"Small"
"696","2009","08","16027",27,16,"Restaurant","2111 N Cassia St","Nampa","ID","83651","CANYON, ID","Food_Beverage_Service","private",1,3700,400,0,"Small"
"697","2009","04","16027",27,16,"Allied Waste Industry Mechanic Shop (Addition)","2825 E Comstock Ave","Nampa","ID","83687","CANYON, ID","Auto_Service","private",1,12000,516,0,"Small"
"698","2009","02","16027",27,16,"Caldwell New Airport Terminal","4601 Aviation Way","Caldwell","ID","83605","CANYON, ID","Airline_Terminals","county",2,12000,1300,0,"Small"
"699","2009","12","16027",27,16,"Happy Valley Storage Buildings (Shell)","59 N HAPPY VALLEY RD","Nampa","ID","83687","CANYON, ID","Warehouses_Non-Refrigerated","private",1,63500,2603,0,"Large"
"700","2008","10","16027",27,16,"Daycare center","6224 Birch Ln","Nampa","ID","83687","CANYON, ID","Special_Schools","private",1,7300,619,0,"Small"
"701","2008","03","16027",27,16,"Nampa Highway District No 1 Office Remodel & Addition","4507 Highway 45","Nampa","ID","83686","CANYON, ID","Offices_1-3_stories","county",2,7400,614,0,"Small"
"702","2009","04","16027",27,16,"Willis Road Ward - LDS Church","Willis Road near Emmett Road","Middleton","ID","83644","CANYON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,16500,2500,0,"Small"
"703","2008","09","16027",27,16,"Washington Elementary School","Site to be announced","Caldwell","ID","83605","CANYON, ID","Primary_Schools","state",2,71500,7000,0,"Large"
"704","2009","07","16027",27,16,"Office Building (Alteration)","6056 BIRCH LN # 102","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,79,0,"Small"
"705","2008","04","16027",27,16,"Avondale Place Subdivision Clubhouse","Birch Lane & Kensington St","Nampa","ID","83653","CANYON, ID","Clubs_and_Lodges","private",1,4000,300,0,"Small"
"706","2009","03","16027",27,16,"Wilder Elementary School","2nd Street E & Ave A","Wilder","ID","83676","CANYON, ID","Primary_Schools","county",1,23100,2241,0,"Small"
"707","2008","07","16027",27,16,"Firtst Choice Collision Repair","1704 Garrity Blvd","Nampa","ID","83687","CANYON, ID","Auto_Service","private",1,7100,500,0,"Small"
"708","2008","02","16027",27,16,"West Middle School","28 S Midland Blvd","Nampa","ID","83651","CANYON, ID","Junior_High_Schools","county",1,5900,1100,0,"Small"
"709","2008","09","16027",27,16,"Office Building","2128 N Devlin Wy","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",1,1500,121,0,"Small"
"710","2008","04","16027",27,16,"Skyview High School","203 Lake Lowell Ave","Nampa","ID","83686","CANYON, ID","Senior_High_Schools","county",1,5400,1000,0,"Small"
"711","2008","05","16027",27,16,"East Valley Middle School","4085 E Greenhurst Rd","Nampa","ID","83686","CANYON, ID","Junior_High_Schools","county",1,8500,900,0,"Small"
"712","2008","06","16027",27,16,"Dentist Office","6144 Birch Ln","Nampa","ID","83687","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",1,8400,665,0,"Small"
"713","2009","08","16027",27,16,"Middleton School District Adminstration Bldg","5 S 3rd Ave W","Middleton","ID","83644","CANYON, ID","Offices_1-3_stories","county",1,600,100,0,"Small"
"714","2008","07","16027",27,16,"Office Building","16003 Idaho Center Blvd","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",1,2800,225,0,"Small"
"715","2008","10","16027",27,16,"Willow Falls Retail Building 5 (NEGOTIATED)","2805 Blaine St","Caldwell","ID","83605","CANYON, ID","Shopping_Centers","private",1,8200,578,0,"Small"
"716","2008","08","16027",27,16,"Restaurant","16011 Idaho Center Blvd","Nampa","ID","83687","CANYON, ID","Food_Beverage_Service","private",1,2700,288,0,"Small"
"717","2008","06","16027",27,16,"Office Building (NEGOTIATED)","1112 W Flamingo Ave","Nampa","ID","83651","CANYON, ID","Offices_1-3_stories","private",2,37000,2000,0,"Medium"
"718","2008","07","16027",27,16,"Office Building (Alteration)","3818 E Newby St Ste 101","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,225,0,"Small"
"719","2009","09","16027",27,16,"Car Wash","1719 W Karcher Rd","Nampa","ID","83651","CANYON, ID","Auto_Service","private",1,16200,711,0,"Small"
"720","2009","07","16027",27,16,"Health Care (Alteration)","2609 Sunnybrook Dr","Nampa","ID","83686","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,300,0,"Small"
"721","2009","07","16027",27,16,"Medical Office Building (Alteration)","308 E HAWAII AVE","Nampa","ID","83686","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,155,0,"Small"
"722","2008","02","16027",27,16,"Electronic Retail Building","16719 Idaho Center Blvd","Nampa","ID","83687","CANYON, ID","Stores","private",1,9100,736,0,"Small"
"723","2009","07","16027",27,16,"Medical Office Building (Alteration)","215 E HAWAII AVE","Nampa","ID","83686","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,150,0,"Small"
"724","2008","04","16027",27,16,"Apartment Building","16674 N Profit Cr","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,4000,269,4,"Small"
"725","2009","02","16027",27,16,"Willow Falls Retail Building 6 (NEGOTIATED)","2805 Blaine St","Caldwell","ID","83605","CANYON, ID","Shopping_Centers","private",1,7100,500,0,"Small"
"726","2008","05","16027",27,16,"Office/Retail Building","400 E Karcher Rd","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",1,5600,439,0,"Small"
"727","2009","05","16027",27,16,"Bank (Alteration)","164 E MAINE AVE","Nampa","ID","83686","CANYON, ID","Banks_Financial_1-3_stories","private",0,0,150,0,"Small"
"728","2008","07","16027",27,16,"Auto Body Shop","710 Franklin Blvd","Nampa","ID","83687","CANYON, ID","Auto_Service","private",1,8400,600,0,"Small"
"729","2008","06","16027",27,16,"Learning Center (Addition)","616 S Juniper St","Nampa","ID","83686","CANYON, ID","Libraries","private",1,2100,300,0,"Small"
"730","2008","04","16027",27,16,"Apartment Building","16645 N Integra St","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,3900,262,4,"Small"
"731","2009","09","16027",27,16,"Training Tower for Caldwell Fire Dept (DESIGN/BUILD)","310 S 7th Ave","Caldwell","ID","83605","CANYON, ID","Vocational_Schools","county",1,3600,301,0,"Small"
"732","2008","04","16027",27,16,"Apartment Building","16686 N Profit Cr","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,4000,269,4,"Small"
"733","2008","04","16027",27,16,"Apartment Building","16661 N Profit Cr","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,4000,269,4,"Small"
"734","2009","12","16027",27,16,"Middle Creek Dental Clinic(Alteration)","155 S MIDLAND BLVD","Nampa","ID","83686","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,875,0,"Small"
"735","2008","01","16027",27,16,"Nampa Bus Terminal (NEGOTIATED)","315 12th Ave Rd","Nampa","ID","83686","CANYON, ID","Bus_Truck_and_Railroad_Terminals","private",0,0,200,0,"Small"
"736","2008","06","16027",27,16,"Nampa Senior High School (Add/Alts) (Phase II)","203 Lake Lowell Ave","Nampa","ID","83686","CANYON, ID","Senior_High_Schools","county",2,12000,9000,0,"Small"
"737","2009","06","16027",27,16,"Vallivue School Dist. Office Addition","5207 S Montana Ave","Caldwell","ID","83607","CANYON, ID","Offices_1-3_stories","county",1,2700,600,0,"Small"
"738","2008","04","16027",27,16,"Apartment Building","16692 N Investor Loop","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,3900,262,4,"Small"
"739","2008","02","16027",27,16,"South Middle School","203 Lake Lowell Ave","Nampa","ID","83686","CANYON, ID","Junior_High_Schools","county",1,5200,1100,0,"Small"
"740","2008","04","16027",27,16,"Apartment Building","16649 N Profit Cr","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,4000,269,4,"Small"
"741","2008","03","16027",27,16,"Office Building (Alteration)","1704 Garrity Blvd","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,99,0,"Small"
"742","2008","06","16027",27,16,"Horse Arena (New)","16260 Equine Dr","Nampa","ID","83687","CANYON, ID","Animal_Fish_Plant_Facilities","private",1,10600,750,0,"Small"
"743","2008","09","16027",27,16,"Van Bureun Elementary School","Site to be announced","Caldwell","ID","83605","CANYON, ID","Primary_Schools","state",2,71500,7000,0,"Large"
"744","2008","09","16027",27,16,"Caldwell RC Annex Interior Repairs/HVAC/Communications","700 W Warehouse St","Caldwell","ID","83605","CANYON, ID","Armories_Military_Buildings","federal",0,0,153,0,"Small"
"745","2008","04","16027",27,16,"Office Building (Addition)","212 W Railroad St","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",1,2500,200,0,"Small"
"746","2008","12","16027",27,16,"Various (ID) Wal-Mart Medical Clinics # 9997-91","2780 Caldwell ID","Caldwell","ID","83605","CANYON, ID","Stores","private",0,0,4500,0,"Small"
"747","2008","10","16027",27,16,"Church","1010 W Greenhurst Rd","Nampa","ID","83686","CANYON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,22100,1900,0,"Small"
"748","2008","07","16027",27,16,"Washington Trust Bank","6010 E Franklin Road","Nampa","ID","83652","CANYON, ID","Banks_Financial_1-3_stories","private",1,3500,546,0,"Small"
"749","2008","04","16027",27,16,"Office/Warehouse","2016 Madison Ave","Nampa","ID","83687","CANYON, ID","Warehouses_Non-Refrigerated","private",1,14200,1077,0,"Small"
"750","2009","07","16027",27,16,"Southside Elementary School","5226 Southside Blvd","Nampa","ID","83653","CANYON, ID","Primary_Schools","county",1,68000,5000,0,"Large"
"751","2009","06","16027",27,16,"Retail Building","1460 N Happy Valley Rd","Nampa","ID","83687","CANYON, ID","Stores","private",1,7500,465,0,"Small"
"752","2008","12","16027",27,16,"Restaurant (Alteration) Hong Kong","117 12th Ave S","Nampa","ID","83651","CANYON, ID","Food_Beverage_Service","private",0,0,87,0,"Small"
"753","2008","04","16027",27,16,"Apartment Building","16698 N Investor Loop","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,3900,262,4,"Small"
"754","2008","09","16027",27,16,"Bus Maintenance Facility","Hwy 44","Middleton","ID","83644","CANYON, ID","Bus_and_Truck_Service","private",1,4200,239,0,"Small"
"755","2008","04","16027",27,16,"Apartment Building","16662 N Profit Cr","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,4000,269,4,"Small"
"756","2009","03","16027",27,16,"Nampa First Assembly of God Church (Remodel/Alts)","2201 N 20th St","Nampa","ID","83687","CANYON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,200,0,"Small"
"757","2008","05","16027",27,16,"Office Building (Alteration)","2102 N Devlin Wy","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,105,0,"Small"
"758","2009","07","16027",27,16,"Northwest Nazarene University Dormitory's","801 E Amity Ave","Nampa","ID","83686","CANYON, ID","Dormitories","private",2,19500,1980,0,"Small"
"759","2008","07","16027",27,16,"Tire Shop","2102 N Devlin Wy","Nampa","ID","83651","CANYON, ID","Auto_Service","private",1,1800,120,0,"Small"
"760","2008","04","16027",27,16,"Restaurant","16801 N Market Pl Blvd","Nampa","ID","83687","CANYON, ID","Food_Beverage_Service","private",1,3400,360,0,"Small"
"761","2008","04","16027",27,16,"Apartment Building","16648 N Integra St","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,3900,262,4,"Small"
"762","2008","10","16027",27,16,"Leisure Village 5 Retirement Home Independent Apts (Alts)","911 E Belmont St","Caldwell","ID","83605","CANYON, ID","Apartments_Alterations_Stories_Unknown","private",0,0,400,0,"Small"
"763","2008","04","16027",27,16,"Apartment Building","16650 N Profit Cr","Nampa","ID","83687","CANYON, ID","Apartments_3_or_4_Units","private",2,4000,269,4,"Small"
"764","2008","05","16027",27,16,"Nampa Wastewater Treatment Plant - Vehicle Storage Bldg","340 W Railroad St","Nampa","ID","83687","CANYON, ID","Parking_Garages","county",0,0,160,0,"Small"
"765","2009","07","16027",27,16,"Office Building (Alteration)","6056 BIRCH LN # 101","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,91,0,"Small"
"766","2009","10","16027",27,16,"Nampa Readiness Center (Remodel)","212 N Kings Rd","Nampa","ID","83687","CANYON, ID","Armories_Military_Buildings","federal",0,0,707,0,"Small"
"767","2008","12","16027",27,16,"Office Building (Alteration)","6056 Birch Ln Ste 201","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,80,0,"Small"
"768","2009","02","16027",27,16,"Athletic Leasing Office (Alteration)","1210 N Galleria Dr","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,75,0,"Small"
"769","2009","06","16027",27,16,"Doctors Office Building (Alteration)","1209 N JACOB ALCOTT WAY","Nampa","ID","83687","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,93,0,"Small"
"770","2008","12","16027",27,16,"Macy's Department Store (Nampa ID)","Nampa Gateway Center","Nampa","ID","83615","CANYON, ID","Stores","private",1,103000,8549,0,"Large"
"771","2009","02","16027",27,16,"Office Building","1206 N Galleria Dr","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",1,2500,200,0,"Small"
"772","2009","10","16027",27,16,"Grocery (Addition)","2020 CALDWELL BLVD","Nampa","ID","83651","CANYON, ID","Stores","private",1,1200,75,0,"Small"
"773","2008","02","16027",27,16,"Construction of Two Barns for Idaho Horse Park","16114 Idaho Center Blvd","Nampa","ID","83687","CANYON, ID","Animal_Fish_Plant_Facilities","county",1,21400,1050,0,"Small"
"774","2008","03","16027",27,16,"Ruth Lane Ward - LDS Church","Ruth Lane & Sunny Ridge","Nampa","ID","83651","CANYON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,15600,2350,0,"Small"
"775","2008","01","16027",27,16,"Sports Authority Retail Store (NEGOTIATED)","Garrity Blvd &","Nampa","ID","83615","CANYON, ID","Stores","private",1,30000,1000,0,"Medium"
"776","2009","11","16027",27,16,"Regional Technology Center REBID","Penny Lane","Wilder","ID","83676","CANYON, ID","Special_Schools","state",1,55000,5000,0,"Medium"
"777","2008","05","16027",27,16,"Warehouse (Addition)","8925 Birch Ln","Nampa","ID","83687","CANYON, ID","Warehouses_Non-Refrigerated","private",1,2100,88,0,"Small"
"778","2008","02","16027",27,16,"Aspen Creek Business Center","6056 Birch Ln","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",2,24800,1868,0,"Small"
"779","2008","10","16027",27,16,"Idaho State School & Hospital Bldg Remodel - Phase 2","1660 11th Ave N","Nampa","ID","83687","CANYON, ID","Hospitals","state",0,0,462,0,"Small"
"780","2008","09","16027",27,16,"Church (Addition)","601 16th Ave S","Nampa","ID","83651","CANYON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,2200,212,0,"Small"
"781","2009","09","16027",27,16,"Office Building (Alteration)","43 11th Ave N","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,100,0,"Small"
"782","2008","04","16027",27,16,"Idaho Center Sports Center Entry (Addition)","16200 Idaho Center Blvd","Nampa","ID","83687","CANYON, ID","Arenas_Coliseums","county",1,5000,782,0,"Small"
"783","2009","12","16027",27,16,"Dental Office Building (Alteration)","5826 E FRANKLIN RD","Nampa","ID","83687","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,145,0,"Small"
"784","2009","01","16027",27,16,"College of Idaho Hayman Hall (Renov) (DESIGN/BUILD)","campus","Caldwell","ID","83605","CANYON, ID","Dormitories","private",0,0,3500,0,"Small"
"785","2008","07","16027",27,16,"McDonald's Treasure Valley TI","I-84 & Karcher Road","Nampa","ID","83651","CANYON, ID","Food_Beverage_Service","private",0,0,200,0,"Small"
"786","2008","03","16027",27,16,"Health & Science College/Lab Bldg (NEGOTIATED)","623 Holly St","Nampa","ID","83686","CANYON, ID","Colleges_Universities_Except_Community","private",2,55000,8400,0,"Medium"
"787","2008","06","16027",27,16,"Lincoln Elem (Remodel into Alternative High School) Phase I","94 N Canyon St","Nampa","ID","83651","CANYON, ID","Vocational_Schools","private",0,0,800,0,"Small"
"788","2008","03","16027",27,16,"Caldwell Train Depot Historic Renovation Phase 2 (RE-BID)","114 N 7th Ave","Caldwell","ID","83605","CANYON, ID","Clubs_and_Lodges","county",0,0,84,0,"Small"
"789","2008","06","16027",27,16,"Dental Office (Alteration)","16377 N Marketplace Blvd","Nampa","ID","83687","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,100,0,"Small"
"790","2009","10","16027",27,16,"Vallivue High School Cafeteria (Addition)","1407 E Homedale Rd","Caldwell","ID","83607","CANYON, ID","Senior_High_Schools","county",1,3000,300,0,"Small"
"791","2009","09","16027",27,16,"Caldwell Readiness Center Remodel","1200 S Kimball Ave","Caldwell","ID","83605","CANYON, ID","Armories_Military_Buildings","state",0,0,904,0,"Small"
"792","2009","06","16027",27,16,"Christian Faith Center","31 S Midland Blvd","Nampa","ID","83651","CANYON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",2,28000,2000,0,"Medium"
"793","2009","06","16027",27,16,"Wilder Paramedic Station #6 Remodel & Addition","107 4th St","Wilder","ID","83676","CANYON, ID","Bus_and_Truck_Service","county",1,1400,205,0,"Small"
"794","2008","06","16027",27,16,"College (Alteration)","6056 Birch Ln Ste 200","Nampa","ID","83687","CANYON, ID","Colleges_Universities_Except_Community","private",0,0,183,0,"Small"
"795","2009","04","16027",27,16,"Bed & Mattress Store","16616 N Midland Blvd","Nampa","ID","83687","CANYON, ID","Stores","private",1,1500,90,0,"Small"
"796","2008","08","16027",27,16,"Walgreen's Retail/Drug Store","932 Caldwell Blvd","Nampa","ID","83651","CANYON, ID","Stores","private",1,15000,1500,0,"Small"
"797","2008","10","16027",27,16,"Lincoln Elem Phase II Gateway's Program","94 N Canyon St","Nampa","ID","83651","CANYON, ID","Vocational_Schools","private",0,0,450,0,"Small"
"798","2008","04","16027",27,16,"Idaho Arts Charter School","1220 5th St N","Nampa","ID","83687","CANYON, ID","Special_Schools","private",1,20000,1900,0,"Small"
"799","2009","10","16027",27,16,"Restaurant (Alteration)","16610 MIDLAND BLVD","Nampa","ID","83687","CANYON, ID","Food_Beverage_Service","private",0,0,100,0,"Small"
"800","2009","08","16027",27,16,"Streamside Assisted Living (Addition)","S Edgewater Circle","Nampa","ID","83653","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",1,18000,950,0,"Small"
"801","2009","05","16027",27,16,"Middleton High School","Willis & Emmett Road","Middleton","ID","83644","CANYON, ID","Senior_High_Schools","county",3,250100,30000,0,"XLarge"
"802","2008","12","16027",27,16,"Office Building (Alteration)","6056 Birch Ln Ste 202","Nampa","ID","83687","CANYON, ID","Offices_1-3_stories","private",0,0,77,0,"Small"
"803","2009","06","16027",27,16,"Warehouse-Alteration","8076 E Executive Dr","Nampa","ID","83687","CANYON, ID","Refrigerated_Warehouses","private",0,0,300,0,"Small"
"804","2009","04","16027",27,16,"Optometrist Office","16449 N Midland Blvd","Nampa","ID","83651","CANYON, ID","Clinics_Nursing_Convalescent_Facilities","private",1,1900,180,0,"Small"
"805","2009","10","16027",27,16,"Pawn Shop (Alteration)","608 12TH AVE S","Nampa","ID","83651","CANYON, ID","Stores","private",0,0,110,0,"Small"
"806","2009","05","16027",27,16,"Sports Authority Store","1460 N Happy Valley Rd","Nampa","ID","83687","CANYON, ID","Stores","private",1,9700,600,0,"Small"
"807","2008","01","16027",27,16,"Restaurant","1202 N Jacob Allcott Wy","Nampa","ID","83687","CANYON, ID","Food_Beverage_Service","private",1,2800,300,0,"Small"
